symbol,report_date
BEN,2010-04-28
BEN,2010-07-29
BEN,2010-10-28
BEN,2011-01-27
BEN,2011-04-28
BEN,2011-08-02
BEN,2011-10-27
BEN,2012-02-01
BEN,2012-05-02
BEN,2012-07-30
BEN,2012-10-25
BEN,2013-02-01
BEN,2013-04-30
BEN,2013-07-29
BEN,2013-10-24
BEN,2014-01-30
BEN,2014-04-28
BEN,2014-07-30
BEN,2014-10-27
BEN,2015-01-30
BEN,2015-04-29
BEN,2015-07-29
BEN,2015-10-22
BEN,2016-02-03
BEN,2016-04-27
BEN,2016-07-28
BEN,2016-10-26
BEN,2017-01-27
BEN,2017-04-28
BEN,2017-07-28
BEN,2017-10-26
BEN,2018-01-30
BEN,2018-04-26
BEN,2018-07-27
BEN,2018-10-25
BEN,2019-01-30
BEN,2019-04-26
BEN,2019-07-30
BEN,2019-10-25
BEN,2020-01-30
BEN,2020-04-30
BEN,2020-07-28
BEN,2020-10-27
BEN,2021-02-02
BEN,2021-05-04
BEN,2021-08-03
BEN,2021-11-01
BEN,2022-02-01
BEN,2022-05-03
BEN,2022-07-28
BEN,2022-11-01
BEN,2023-01-30
BEN,2023-05-01
BEN,2023-07-28
BEN,2023-10-31
BEN,2024-01-29
BEN,2024-04-29
BEN,2024-07-26
BEN,2024-11-04
BEN,2025-01-31
BEN,2025-05-02
BEN,2025-08-01
BEN,2025-11-07
BEN,2026-01-30
BEN,2026-04-28
BG,2001-10-22
BG,2002-01-22
BG,2002-04-22
BG,2002-07-22
BG,2002-10-21
BG,2003-02-25
BG,2003-04-29
BG,2003-07-29
BG,2003-10-30
BG,2004-02-03
BG,2004-04-29
BG,2004-07-29
BG,2004-10-28
BG,2005-02-08
BG,2005-04-28
BG,2005-07-28
BG,2005-10-27
BG,2006-02-09
BG,2006-04-27
BG,2006-07-27
BG,2006-10-26
BG,2007-02-08
BG,2007-04-26
BG,2007-07-26
BG,2007-10-25
BG,2008-02-07
BG,2008-04-24
BG,2008-07-24
BG,2008-10-23
BG,2009-02-05
BG,2009-04-23
BG,2009-07-23
BG,2009-10-22
BG,2010-02-04
BG,2010-04-29
BG,2010-07-29
BG,2010-10-28
BG,2011-02-10
BG,2011-04-28
BG,2011-07-28
BG,2011-10-27
BG,2012-02-09
BG,2012-04-26
BG,2012-07-26
BG,2012-10-25
BG,2013-02-07
BG,2013-04-25
BG,2013-07-25
BG,2013-10-24
BG,2014-02-13
BG,2014-05-01
BG,2014-07-31
BG,2014-10-30
BG,2015-02-12
BG,2015-04-30
BG,2015-07-30
BG,2015-10-29
BG,2016-02-11
BG,2016-04-28
BG,2016-07-28
BG,2016-11-02
BG,2017-02-15
BG,2017-05-03
BG,2017-08-02
BG,2017-11-01
BG,2018-02-14
BG,2018-05-02
BG,2018-08-01
BG,2018-10-31
BG,2019-02-21
BG,2019-05-08
BG,2019-07-31
BG,2019-10-30
BG,2020-02-12
BG,2020-05-06
BG,2020-07-29
BG,2020-10-28
BG,2021-02-10
BG,2021-05-04
BG,2021-07-28
BG,2021-10-27
BG,2022-02-09
BG,2022-04-27
BG,2022-07-27
BG,2022-10-26
BG,2023-02-08
BG,2023-05-03
BG,2023-08-02
BG,2023-10-26
BG,2024-02-07
BG,2024-04-24
BG,2024-07-31
BG,2024-10-30
BG,2025-02-05
BG,2025-05-07
BG,2025-07-30
BG,2025-11-05
BG,2026-02-04
BG,2026-04-29
BIIB,1996-05-02
BIIB,1996-07-25
BIIB,1996-10-30
BIIB,1997-02-21
BIIB,1997-05-08
BIIB,1997-08-04
BIIB,1997-11-11
BIIB,1998-02-05
BIIB,1998-04-20
BIIB,1998-07-20
BIIB,1998-10-20
BIIB,1999-02-09
BIIB,1999-04-20
BIIB,1999-07-22
BIIB,1999-10-18
BIIB,2000-02-02
BIIB,2000-04-20
BIIB,2000-07-18
BIIB,2000-10-16
BIIB,2001-01-29
BIIB,2001-04-19
BIIB,2001-07-19
BIIB,2001-10-18
BIIB,2002-01-29
BIIB,2002-04-18
BIIB,2002-07-17
BIIB,2002-10-16
BIIB,2003-01-30
BIIB,2003-04-15
BIIB,2003-07-17
BIIB,2003-10-14
BIIB,2004-03-02
BIIB,2004-04-30
BIIB,2004-07-28
BIIB,2004-10-27
BIIB,2005-02-07
BIIB,2005-04-27
BIIB,2005-07-26
BIIB,2005-10-26
BIIB,2006-02-15
BIIB,2006-04-26
BIIB,2006-07-26
BIIB,2006-10-31
BIIB,2007-02-15
BIIB,2007-05-02
BIIB,2007-07-24
BIIB,2007-10-23
BIIB,2008-02-06
BIIB,2008-04-23
BIIB,2008-07-22
BIIB,2008-10-21
BIIB,2009-02-06
BIIB,2009-04-16
BIIB,2009-07-16
BIIB,2009-10-20
BIIB,2010-02-09
BIIB,2010-04-20
BIIB,2010-07-20
BIIB,2010-10-26
BIIB,2011-02-01
BIIB,2011-04-21
BIIB,2011-07-26
BIIB,2011-10-28
BIIB,2012-01-31
BIIB,2012-05-01
BIIB,2012-07-24
BIIB,2012-10-25
BIIB,2013-01-28
BIIB,2013-04-25
BIIB,2013-07-25
BIIB,2013-10-28
BIIB,2014-01-29
BIIB,2014-04-23
BIIB,2014-07-23
BIIB,2014-10-22
BIIB,2015-01-29
BIIB,2015-04-24
BIIB,2015-07-24
BIIB,2015-10-21
BIIB,2016-01-27
BIIB,2016-04-21
BIIB,2016-07-21
BIIB,2016-10-26
BIIB,2017-01-26
BIIB,2017-04-25
BIIB,2017-07-25
BIIB,2017-10-24
BIIB,2018-01-25
BIIB,2018-04-24
BIIB,2018-07-24
BIIB,2018-10-23
BIIB,2019-01-29
BIIB,2019-04-24
BIIB,2019-07-23
BIIB,2019-10-22
BIIB,2020-01-30
BIIB,2020-04-22
BIIB,2020-07-22
BIIB,2020-10-21
BIIB,2021-02-03
BIIB,2021-04-22
BIIB,2021-07-22
BIIB,2021-10-20
BIIB,2022-02-03
BIIB,2022-05-03
BIIB,2022-07-20
BIIB,2022-10-25
BIIB,2023-02-15
BIIB,2023-04-25
BIIB,2023-07-25
BIIB,2023-11-08
BIIB,2024-02-13
BIIB,2024-04-24
BIIB,2024-08-01
BIIB,2024-10-30
BIIB,2025-02-12
BIIB,2025-05-01
BIIB,2025-07-31
BIIB,2025-10-30
BIIB,2026-02-06
BIIB,2026-04-29
BKNG,1999-05-04
BKNG,1999-07-19
BKNG,1999-10-28
BKNG,2000-01-27
BKNG,2000-04-24
BKNG,2000-07-24
BKNG,2000-11-02
BKNG,2001-02-15
BKNG,2001-05-01
BKNG,2001-07-31
BKNG,2001-11-01
BKNG,2002-02-04
BKNG,2002-05-01
BKNG,2002-07-31
BKNG,2002-11-05
BKNG,2003-02-10
BKNG,2003-05-01
BKNG,2003-07-24
BKNG,2003-11-04
BKNG,2004-02-10
BKNG,2004-05-03
BKNG,2004-08-02
BKNG,2004-11-02
BKNG,2005-02-17
BKNG,2005-05-09
BKNG,2005-08-08
BKNG,2005-11-02
BKNG,2006-02-16
BKNG,2006-05-03
BKNG,2006-08-07
BKNG,2006-11-08
BKNG,2007-02-12
BKNG,2007-05-08
BKNG,2007-08-07
BKNG,2007-11-08
BKNG,2008-02-14
BKNG,2008-05-08
BKNG,2008-08-05
BKNG,2008-11-06
BKNG,2009-02-18
BKNG,2009-05-11
BKNG,2009-08-10
BKNG,2009-11-09
BKNG,2010-02-17
BKNG,2010-05-10
BKNG,2010-08-03
BKNG,2010-11-08
BKNG,2011-02-23
BKNG,2011-05-05
BKNG,2011-08-04
BKNG,2011-11-07
BKNG,2012-02-27
BKNG,2012-05-09
BKNG,2012-08-07
BKNG,2012-11-01
BKNG,2013-02-26
BKNG,2013-05-09
BKNG,2013-08-08
BKNG,2013-11-07
BKNG,2014-02-20
BKNG,2014-05-08
BKNG,2014-08-11
BKNG,2014-11-04
BKNG,2015-02-19
BKNG,2015-05-07
BKNG,2015-08-05
BKNG,2015-11-09
BKNG,2016-02-17
BKNG,2016-05-04
BKNG,2016-08-04
BKNG,2016-11-07
BKNG,2017-02-27
BKNG,2017-05-09
BKNG,2017-08-08
BKNG,2017-11-06
BKNG,2018-02-27
BKNG,2018-05-09
BKNG,2018-08-09
BKNG,2018-11-05
BKNG,2019-02-27
BKNG,2019-05-09
BKNG,2019-08-07
BKNG,2019-11-07
BKNG,2020-02-26
BKNG,2020-05-07
BKNG,2020-08-06
BKNG,2020-11-05
BKNG,2021-02-24
BKNG,2021-05-05
BKNG,2021-08-04
BKNG,2021-11-03
BKNG,2022-02-23
BKNG,2022-05-04
BKNG,2022-08-03
BKNG,2022-11-02
BKNG,2023-02-23
BKNG,2023-05-04
BKNG,2023-08-03
BKNG,2023-11-02
BKNG,2024-02-22
BKNG,2024-05-02
BKNG,2024-08-01
BKNG,2024-10-30
BKNG,2025-02-20
BKNG,2025-04-29
BKNG,2025-07-29
BKNG,2025-10-28
BKNG,2026-02-19
BKNG,2026-04-28
BKR,1996-04-24
BKR,1996-07-24
BKR,1996-11-13
BKR,1997-01-22
BKR,1997-04-23
BKR,1997-07-23
BKR,1997-10-27
BKR,1998-01-26
BKR,1998-04-27
BKR,1998-07-24
BKR,1998-11-02
BKR,1999-02-01
BKR,1999-05-04
BKR,1999-08-02
BKR,1999-11-01
BKR,2000-02-17
BKR,2000-04-26
BKR,2000-07-31
BKR,2000-10-30
BKR,2001-02-15
BKR,2001-04-25
BKR,2001-07-26
BKR,2001-10-26
BKR,2002-02-14
BKR,2002-04-23
BKR,2002-07-25
BKR,2002-10-24
BKR,2003-02-13
BKR,2003-04-22
BKR,2003-07-24
BKR,2003-10-23
BKR,2004-02-12
BKR,2004-04-27
BKR,2004-07-29
BKR,2004-10-28
BKR,2005-02-17
BKR,2005-04-27
BKR,2005-07-29
BKR,2005-10-28
BKR,2006-02-16
BKR,2006-04-26
BKR,2006-07-28
BKR,2006-10-30
BKR,2007-02-15
BKR,2007-04-25
BKR,2007-07-27
BKR,2007-10-26
BKR,2008-01-30
BKR,2008-04-22
BKR,2008-07-22
BKR,2008-10-22
BKR,2009-01-28
BKR,2009-04-29
BKR,2009-08-05
BKR,2009-11-04
BKR,2010-01-26
BKR,2010-05-04
BKR,2010-08-03
BKR,2010-11-01
BKR,2011-01-25
BKR,2011-04-27
BKR,2011-07-25
BKR,2011-11-01
BKR,2012-01-24
BKR,2012-04-24
BKR,2012-07-20
BKR,2012-10-19
BKR,2013-01-23
BKR,2013-04-19
BKR,2013-07-19
BKR,2013-10-18
BKR,2014-01-21
BKR,2014-04-17
BKR,2014-07-17
BKR,2014-10-16
BKR,2015-01-20
BKR,2015-04-21
BKR,2015-07-21
BKR,2015-10-21
BKR,2016-01-28
BKR,2016-04-27
BKR,2016-07-28
BKR,2016-10-25
BKR,2017-01-26
BKR,2017-04-25
BKR,2017-07-28
BKR,2017-10-20
BKR,2018-01-24
BKR,2018-04-20
BKR,2018-07-20
BKR,2018-10-30
BKR,2019-01-31
BKR,2019-04-30
BKR,2019-07-31
BKR,2019-10-30
BKR,2020-01-22
BKR,2020-04-22
BKR,2020-07-22
BKR,2020-10-21
BKR,2021-01-21
BKR,2021-04-21
BKR,2021-07-21
BKR,2021-10-20
BKR,2022-01-20
BKR,2022-04-20
BKR,2022-07-20
BKR,2022-10-19
BKR,2023-01-23
BKR,2023-04-19
BKR,2023-07-19
BKR,2023-10-25
BKR,2024-01-23
BKR,2024-04-23
BKR,2024-07-25
BKR,2024-10-22
BKR,2025-01-30
BKR,2025-04-22
BKR,2025-07-22
BKR,2025-10-23
BKR,2026-01-25
BKR,2026-04-23
BLDR,2005-07-28
BLDR,2005-10-27
BLDR,2006-02-23
BLDR,2006-04-26
BLDR,2006-07-27
BLDR,2006-10-26
BLDR,2007-02-22
BLDR,2007-04-25
BLDR,2007-07-26
BLDR,2007-10-25
BLDR,2008-02-20
BLDR,2008-04-24
BLDR,2008-07-31
BLDR,2008-10-23
BLDR,2009-02-19
BLDR,2009-04-23
BLDR,2009-07-23
BLDR,2009-10-22
BLDR,2010-02-18
BLDR,2010-04-22
BLDR,2010-07-22
BLDR,2010-10-21
BLDR,2011-02-17
BLDR,2011-04-25
BLDR,2011-07-21
BLDR,2011-10-20
BLDR,2012-02-16
BLDR,2012-04-19
BLDR,2012-07-19
BLDR,2012-10-18
BLDR,2013-02-21
BLDR,2013-04-25
BLDR,2013-07-25
BLDR,2013-10-24
BLDR,2014-02-20
BLDR,2014-04-24
BLDR,2014-07-24
BLDR,2014-10-23
BLDR,2015-02-19
BLDR,2015-04-23
BLDR,2015-07-23
BLDR,2015-11-05
BLDR,2016-03-03
BLDR,2016-05-05
BLDR,2016-08-04
BLDR,2016-11-03
BLDR,2017-02-28
BLDR,2017-05-08
BLDR,2017-08-03
BLDR,2017-11-08
BLDR,2018-02-28
BLDR,2018-05-09
BLDR,2018-08-07
BLDR,2018-11-01
BLDR,2019-02-28
BLDR,2019-05-02
BLDR,2019-08-01
BLDR,2019-10-31
BLDR,2020-02-20
BLDR,2020-04-30
BLDR,2020-07-30
BLDR,2020-10-29
BLDR,2021-02-26
BLDR,2021-05-06
BLDR,2021-08-05
BLDR,2021-11-04
BLDR,2022-03-01
BLDR,2022-05-10
BLDR,2022-08-01
BLDR,2022-11-08
BLDR,2023-02-28
BLDR,2023-05-03
BLDR,2023-08-02
BLDR,2023-11-01
BLDR,2024-02-22
BLDR,2024-05-07
BLDR,2024-08-06
BLDR,2024-11-05
BLDR,2025-02-20
BLDR,2025-05-01
BLDR,2025-07-31
BLDR,2025-10-30
BLDR,2026-02-17
BLDR,2026-04-30
BLK,2000-01-13
BLK,2000-04-11
BLK,2000-07-12
BLK,2000-10-12
BLK,2001-01-16
BLK,2001-04-12
BLK,2001-07-11
BLK,2001-10-16
BLK,2002-01-15
BLK,2002-04-12
BLK,2002-07-12
BLK,2002-10-11
BLK,2003-01-15
BLK,2003-04-15
BLK,2003-07-15
BLK,2003-10-15
BLK,2004-01-21
BLK,2004-04-20
BLK,2004-07-20
BLK,2004-10-18
BLK,2005-01-19
BLK,2005-04-19
BLK,2005-07-19
BLK,2005-10-19
BLK,2006-01-19
BLK,2006-04-19
BLK,2006-07-18
BLK,2006-10-30
BLK,2007-01-23
BLK,2007-04-19
BLK,2007-07-18
BLK,2007-10-17
BLK,2008-01-17
BLK,2008-04-16
BLK,2008-07-17
BLK,2008-10-21
BLK,2009-01-21
BLK,2009-04-21
BLK,2009-07-21
BLK,2009-10-20
BLK,2010-01-27
BLK,2010-04-26
BLK,2010-07-21
BLK,2010-10-20
BLK,2011-01-25
BLK,2011-04-21
BLK,2011-07-20
BLK,2011-10-19
BLK,2012-01-19
BLK,2012-04-18
BLK,2012-07-18
BLK,2012-10-17
BLK,2013-01-17
BLK,2013-04-16
BLK,2013-07-18
BLK,2013-10-16
BLK,2014-02-28
BLK,2014-04-17
BLK,2014-07-16
BLK,2014-10-15
BLK,2015-02-27
BLK,2015-04-16
BLK,2015-07-15
BLK,2015-10-14
BLK,2016-02-26
BLK,2016-04-14
BLK,2016-07-14
BLK,2016-10-18
BLK,2017-01-13
BLK,2017-04-19
BLK,2017-07-17
BLK,2017-10-11
BLK,2018-01-12
BLK,2018-04-12
BLK,2018-07-16
BLK,2018-10-16
BLK,2019-02-28
BLK,2019-04-16
BLK,2019-07-19
BLK,2019-10-15
BLK,2020-02-28
BLK,2020-04-16
BLK,2020-07-17
BLK,2020-10-13
BLK,2021-01-14
BLK,2021-04-15
BLK,2021-07-14
BLK,2021-10-13
BLK,2022-01-14
BLK,2022-04-13
BLK,2022-07-15
BLK,2022-10-13
BLK,2023-01-13
BLK,2023-04-14
BLK,2023-07-14
BLK,2023-10-13
BLK,2024-01-12
BLK,2024-04-12
BLK,2024-07-15
BLK,2024-10-11
BLK,2025-01-15
BLK,2025-04-11
BLK,2025-07-15
BLK,2025-10-14
BLK,2026-01-15
BLK,2026-04-14
BMY,1996-04-23
BMY,1996-07-22
BMY,1996-10-22
BMY,1997-01-22
BMY,1997-04-22
BMY,1997-07-22
BMY,1997-10-21
BMY,1998-01-22
BMY,1998-04-21
BMY,1998-07-21
BMY,1998-10-20
BMY,1999-01-20
BMY,1999-04-21
BMY,1999-07-21
BMY,1999-10-19
BMY,2000-01-24
BMY,2000-04-20
BMY,2000-07-20
BMY,2000-10-19
BMY,2001-01-24
BMY,2001-04-25
BMY,2001-07-25
BMY,2001-10-23
BMY,2002-01-24
BMY,2002-04-25
BMY,2002-07-23
BMY,2002-10-24
BMY,2003-03-10
BMY,2003-04-29
BMY,2003-07-24
BMY,2003-10-23
BMY,2004-01-29
BMY,2004-04-28
BMY,2004-07-29
BMY,2004-10-29
BMY,2005-01-27
BMY,2005-04-28
BMY,2005-07-28
BMY,2005-10-28
BMY,2006-01-25
BMY,2006-04-27
BMY,2006-07-27
BMY,2006-10-26
BMY,2007-01-25
BMY,2007-04-26
BMY,2007-07-26
BMY,2007-10-25
BMY,2008-01-31
BMY,2008-04-24
BMY,2008-07-24
BMY,2008-10-23
BMY,2009-01-27
BMY,2009-04-28
BMY,2009-07-23
BMY,2009-10-22
BMY,2010-01-28
BMY,2010-04-29
BMY,2010-07-22
BMY,2010-10-26
BMY,2011-01-27
BMY,2011-04-28
BMY,2011-07-28
BMY,2011-10-27
BMY,2012-01-26
BMY,2012-04-26
BMY,2012-07-25
BMY,2012-10-24
BMY,2013-01-24
BMY,2013-04-25
BMY,2013-07-25
BMY,2013-10-23
BMY,2014-01-24
BMY,2014-04-29
BMY,2014-07-24
BMY,2014-10-24
BMY,2015-01-27
BMY,2015-04-28
BMY,2015-07-23
BMY,2015-10-27
BMY,2016-01-28
BMY,2016-04-28
BMY,2016-07-28
BMY,2016-10-27
BMY,2017-01-26
BMY,2017-04-27
BMY,2017-07-27
BMY,2017-10-26
BMY,2018-02-05
BMY,2018-04-26
BMY,2018-07-26
BMY,2018-10-25
BMY,2019-01-24
BMY,2019-04-25
BMY,2019-07-25
BMY,2019-10-31
BMY,2020-02-06
BMY,2020-05-07
BMY,2020-08-06
BMY,2020-11-05
BMY,2021-02-04
BMY,2021-04-29
BMY,2021-07-28
BMY,2021-10-27
BMY,2022-02-04
BMY,2022-04-29
BMY,2022-07-27
BMY,2022-10-25
BMY,2023-02-02
BMY,2023-04-27
BMY,2023-07-27
BMY,2023-10-26
BMY,2024-02-02
BMY,2024-04-25
BMY,2024-07-26
BMY,2024-10-31
BMY,2025-02-06
BMY,2025-04-24
BMY,2025-07-31
BMY,2025-10-30
BMY,2026-02-05
BMY,2026-04-30
BNY,1998-03-31
BNY,1998-06-30
BNY,1998-09-30
BNY,1998-12-31
BNY,1999-03-31
BNY,1999-06-30
BNY,1999-09-30
BNY,1999-12-31
BNY,2000-03-31
BNY,2000-06-30
BNY,2000-09-30
BNY,2000-12-31
BNY,2001-03-31
BNY,2001-07-16
BNY,2001-10-18
BNY,2002-01-17
BNY,2002-04-17
BNY,2002-07-17
BNY,2002-10-16
BNY,2003-01-22
BNY,2003-04-16
BNY,2003-07-17
BNY,2003-10-22
BNY,2004-01-21
BNY,2004-04-21
BNY,2004-07-21
BNY,2004-10-20
BNY,2005-01-19
BNY,2005-04-20
BNY,2005-07-20
BNY,2005-10-20
BNY,2006-01-18
BNY,2006-04-20
BNY,2006-07-19
BNY,2006-10-19
BNY,2007-01-18
BNY,2007-04-18
BNY,2007-07-19
BNY,2007-10-18
BNY,2008-01-17
BNY,2008-04-17
BNY,2008-07-17
BNY,2008-10-16
BNY,2009-01-20
BNY,2009-04-21
BNY,2009-07-22
BNY,2009-10-20
BNY,2010-01-20
BNY,2010-04-20
BNY,2010-07-20
BNY,2010-10-19
BNY,2011-01-20
BNY,2011-04-19
BNY,2011-07-19
BNY,2011-10-19
BNY,2012-01-18
BNY,2012-04-18
BNY,2012-07-18
BNY,2012-10-17
BNY,2013-01-16
BNY,2013-04-17
BNY,2013-07-17
BNY,2013-10-16
BNY,2014-01-17
BNY,2014-04-22
BNY,2014-07-18
BNY,2014-10-17
BNY,2015-01-23
BNY,2015-04-22
BNY,2015-07-21
BNY,2015-10-20
BNY,2016-01-21
BNY,2016-04-21
BNY,2016-07-21
BNY,2016-10-20
BNY,2017-01-19
BNY,2017-04-20
BNY,2017-07-20
BNY,2017-10-19
BNY,2018-01-18
BNY,2018-04-19
BNY,2018-07-19
BNY,2018-10-18
BNY,2019-01-16
BNY,2019-04-17
BNY,2019-07-17
BNY,2019-10-16
BNY,2020-01-16
BNY,2020-04-16
BNY,2020-07-15
BNY,2020-10-16
BNY,2021-01-20
BNY,2021-04-16
BNY,2021-07-15
BNY,2021-10-19
BNY,2022-01-18
BNY,2022-04-18
BNY,2022-07-15
BNY,2022-10-17
BNY,2023-01-13
BNY,2023-04-18
BNY,2023-07-18
BNY,2023-10-17
BNY,2024-01-12
BNY,2024-04-16
BNY,2024-07-12
BNY,2024-10-11
BNY,2025-01-15
BNY,2025-04-11
BNY,2025-07-15
BNY,2025-10-16
BNY,2026-01-13
BNY,2026-04-16
BR,2007-05-15
BR,2007-08-22
BR,2007-11-07
BR,2008-02-07
BR,2008-05-08
BR,2008-08-14
BR,2008-11-06
BR,2009-02-03
BR,2009-05-11
BR,2009-08-11
BR,2009-11-02
BR,2010-02-04
BR,2010-05-10
BR,2010-08-12
BR,2010-11-04
BR,2011-02-08
BR,2011-05-10
BR,2011-08-11
BR,2011-11-03
BR,2012-02-07
BR,2012-05-08
BR,2012-08-09
BR,2012-11-06
BR,2013-02-07
BR,2013-05-07
BR,2013-08-08
BR,2013-11-07
BR,2014-02-06
BR,2014-05-09
BR,2014-08-07
BR,2014-11-06
BR,2015-02-05
BR,2015-05-08
BR,2015-08-07
BR,2015-11-05
BR,2016-02-04
BR,2016-05-05
BR,2016-08-09
BR,2016-11-09
BR,2017-02-08
BR,2017-05-10
BR,2017-08-10
BR,2017-11-08
BR,2018-02-08
BR,2018-05-08
BR,2018-08-07
BR,2018-11-06
BR,2019-02-07
BR,2019-05-07
BR,2019-08-01
BR,2019-11-06
BR,2020-01-31
BR,2020-05-08
BR,2020-08-11
BR,2020-10-30
BR,2021-02-02
BR,2021-05-04
BR,2021-08-12
BR,2021-11-03
BR,2022-02-01
BR,2022-05-03
BR,2022-08-12
BR,2022-11-02
BR,2023-02-02
BR,2023-05-02
BR,2023-08-08
BR,2023-11-02
BR,2024-02-01
BR,2024-05-08
BR,2024-08-06
BR,2024-11-05
BR,2025-01-31
BR,2025-05-01
BR,2025-08-05
BR,2025-11-04
BR,2026-02-03
BR,2026-04-30
BRO,1996-04-15
BRO,1996-07-15
BRO,1996-10-14
BRO,1997-01-27
BRO,1997-04-14
BRO,1997-07-14
BRO,1997-10-13
BRO,1998-01-26
BRO,1998-06-30
BRO,1998-07-13
BRO,1998-10-12
BRO,1999-01-19
BRO,1999-04-12
BRO,1999-07-12
BRO,1999-10-11
BRO,2000-01-13
BRO,2000-04-10
BRO,2000-07-10
BRO,2000-10-09
BRO,2001-01-19
BRO,2001-04-16
BRO,2001-07-12
BRO,2001-10-10
BRO,2002-01-17
BRO,2002-04-11
BRO,2002-07-11
BRO,2002-10-09
BRO,2003-01-15
BRO,2003-04-10
BRO,2003-07-09
BRO,2003-10-08
BRO,2004-01-14
BRO,2004-04-14
BRO,2004-07-12
BRO,2004-10-17
BRO,2005-02-10
BRO,2005-04-19
BRO,2005-07-18
BRO,2005-10-17
BRO,2006-02-09
BRO,2006-04-24
BRO,2006-07-24
BRO,2006-10-23
BRO,2007-02-11
BRO,2007-04-23
BRO,2007-07-23
BRO,2007-10-22
BRO,2008-02-08
BRO,2008-04-21
BRO,2008-07-17
BRO,2008-10-20
BRO,2009-02-16
BRO,2009-04-20
BRO,2009-07-20
BRO,2009-10-19
BRO,2010-02-15
BRO,2010-04-19
BRO,2010-07-19
BRO,2010-10-18
BRO,2011-02-07
BRO,2011-04-18
BRO,2011-07-18
BRO,2011-10-17
BRO,2012-02-03
BRO,2012-04-16
BRO,2012-07-16
BRO,2012-10-15
BRO,2013-02-01
BRO,2013-04-15
BRO,2013-07-15
BRO,2013-10-14
BRO,2014-02-03
BRO,2014-04-21
BRO,2014-07-21
BRO,2014-10-20
BRO,2015-01-26
BRO,2015-04-20
BRO,2015-07-20
BRO,2015-10-19
BRO,2016-01-25
BRO,2016-04-18
BRO,2016-07-18
BRO,2016-10-20
BRO,2017-01-23
BRO,2017-04-17
BRO,2017-07-17
BRO,2017-10-16
BRO,2018-01-22
BRO,2018-04-23
BRO,2018-07-23
BRO,2018-10-22
BRO,2019-01-28
BRO,2019-04-22
BRO,2019-07-22
BRO,2019-10-28
BRO,2020-01-27
BRO,2020-04-27
BRO,2020-07-27
BRO,2020-10-26
BRO,2021-01-25
BRO,2021-04-26
BRO,2021-07-26
BRO,2021-10-25
BRO,2022-01-24
BRO,2022-04-25
BRO,2022-07-25
BRO,2022-10-24
BRO,2023-01-23
BRO,2023-04-24
BRO,2023-07-24
BRO,2023-10-23
BRO,2024-01-22
BRO,2024-04-22
BRO,2024-07-22
BRO,2024-10-28
BRO,2025-01-27
BRO,2025-04-28
BRO,2025-07-28
BRO,2025-10-27
BRO,2026-01-26
BRO,2026-04-27
BSX,1996-04-30
BSX,1996-07-24
BSX,1996-10-22
BSX,1997-02-25
BSX,1997-04-29
BSX,1997-07-22
BSX,1997-10-21
BSX,1998-02-24
BSX,1998-04-28
BSX,1998-07-28
BSX,1998-11-13
BSX,1999-02-23
BSX,1999-04-20
BSX,1999-07-20
BSX,1999-10-26
BSX,2000-02-08
BSX,2000-04-18
BSX,2000-07-18
BSX,2000-10-17
BSX,2001-02-06
BSX,2001-04-25
BSX,2001-07-18
BSX,2001-10-22
BSX,2002-01-22
BSX,2002-04-16
BSX,2002-07-23
BSX,2002-10-22
BSX,2003-02-04
BSX,2003-04-21
BSX,2003-07-22
BSX,2003-10-21
BSX,2004-02-02
BSX,2004-04-20
BSX,2004-07-26
BSX,2004-10-19
BSX,2005-02-01
BSX,2005-04-19
BSX,2005-07-19
BSX,2005-10-14
BSX,2006-02-07
BSX,2006-04-18
BSX,2006-07-27
BSX,2006-10-18
BSX,2007-02-01
BSX,2007-04-23
BSX,2007-07-20
BSX,2007-10-19
BSX,2008-02-04
BSX,2008-04-21
BSX,2008-07-21
BSX,2008-10-21
BSX,2009-01-28
BSX,2009-04-20
BSX,2009-07-20
BSX,2009-10-19
BSX,2010-02-10
BSX,2010-04-26
BSX,2010-07-20
BSX,2010-10-19
BSX,2011-02-01
BSX,2011-04-20
BSX,2011-07-28
BSX,2011-10-20
BSX,2012-02-02
BSX,2012-04-19
BSX,2012-07-26
BSX,2012-10-18
BSX,2013-01-29
BSX,2013-04-25
BSX,2013-07-25
BSX,2013-10-24
BSX,2014-02-04
BSX,2014-04-29
BSX,2014-07-24
BSX,2014-10-22
BSX,2015-02-04
BSX,2015-04-28
BSX,2015-07-23
BSX,2015-10-28
BSX,2016-02-04
BSX,2016-04-27
BSX,2016-07-28
BSX,2016-10-26
BSX,2017-02-02
BSX,2017-04-27
BSX,2017-07-27
BSX,2017-10-26
BSX,2018-02-01
BSX,2018-04-25
BSX,2018-07-25
BSX,2018-10-24
BSX,2019-02-06
BSX,2019-04-24
BSX,2019-07-24
BSX,2019-10-23
BSX,2020-02-05
BSX,2020-04-29
BSX,2020-07-29
BSX,2020-10-28
BSX,2021-02-03
BSX,2021-04-28
BSX,2021-07-27
BSX,2021-10-27
BSX,2022-02-02
BSX,2022-04-27
BSX,2022-07-27
BSX,2022-10-26
BSX,2023-02-01
BSX,2023-04-26
BSX,2023-07-27
BSX,2023-10-26
BSX,2024-01-31
BSX,2024-04-24
BSX,2024-07-24
BSX,2024-10-23
BSX,2025-02-05
BSX,2025-04-23
BSX,2025-07-23
BSX,2025-10-22
BSX,2026-02-04
BSX,2026-04-22
BWA,1996-04-23
